State,Agency Type,Agency Name,Population,Total Offenses,Crimes Against Persons,Crimes Against Property,Crimes Against Society,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Human Trafficking Offenses,Commercial Sex Acts,Involuntary Servitude,Kidnapping/Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With an Object,Fondling,Incest,Statutory Rape,Arson,Bribery,Burglary/Breaking & Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism of Property,Embezzlement,Extortion/Blackmail,Fraud Offenses,False Pretenses/Swindle/Confidence Game,Credit Card/Automated Teller Machine Fraud,Impersonation,Welfare Fraud,Wire Fraud,Identity Theft,Hacking/Computer Invasion,Larceny/Theft Offenses,Pocket picking,Purse snatching,Shoplifting,Theft From Building,Theft From Coin Operated Machine or Device,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Animal Cruelty,Drug/Narcotic Offenses,Drug/Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting/Wagering,Operating/Promoting/Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Pornography/Obscene Material,Prostitution Offenses,Prostitution,Assisting or Promoting Prostitution,Purchasing Prostitution,Weapon Law Violations,State Total
ARKANSAS,Cities,Greenwood,"9,436",237,99,49,89,94,22,46,26,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,11,1,7,0,0,2,0,0,2,0,0,0,0,25,0,0,0,2,0,4,0,19,0,0,2,0,87,47,40,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Gurdon,"2,069",100,43,47,10,37,14,16,7,0,0,0,0,0,0,0,1,5,0,5,0,0,0,0,0,0,9,1,9,0,0,3,1,2,0,0,0,0,0,20,1,0,2,7,0,2,0,8,5,0,0,0,8,4,4,0,0,0,0,0,2,0,0,0,0,0,236358
ARKANSAS,Cities,Hamburg,"2,636",64,27,32,5,25,16,7,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,7,1,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,236358
ARKANSAS,Cities,Harrisburg,"2,368",148,58,54,36,50,10,23,17,0,0,0,0,0,0,0,0,8,1,7,0,0,0,0,0,0,5,2,10,0,0,3,1,2,0,0,0,0,0,29,0,0,9,2,0,2,0,16,4,0,1,0,31,20,11,0,0,0,0,0,2,0,0,0,0,3,236358
ARKANSAS,Cities,Harrison,"13,107","1,305",321,545,439,289,39,195,55,0,0,0,0,0,0,0,12,20,9,0,0,11,0,0,3,0,52,52,88,0,1,32,19,10,3,0,0,0,0,275,0,0,2,3,0,7,5,258,28,2,12,0,389,207,182,0,0,0,0,0,10,0,0,0,0,40,236358
ARKANSAS,Cities,Haskell,"4,715",183,43,109,31,38,11,18,9,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,1,0,14,5,22,0,0,3,2,1,0,0,0,0,0,59,0,0,12,2,1,10,1,33,3,0,2,0,29,19,10,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Hazen,"1,336",74,16,35,23,15,4,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,1,3,0,0,2,0,2,0,0,0,0,0,11,0,0,0,1,0,2,0,8,6,0,2,0,19,10,9,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Heber Springs,"6,912",743,196,366,181,186,15,72,99,0,0,0,0,0,0,0,2,8,4,4,0,0,0,0,0,0,46,12,67,0,0,27,12,11,4,0,0,0,0,180,0,1,22,53,3,24,1,76,6,1,27,0,169,88,81,0,0,0,0,0,1,0,0,0,0,11,236358
ARKANSAS,Cities,Helena-West Helena,"10,187","1,524",533,891,100,492,142,212,138,12,11,1,0,0,0,0,11,18,9,9,0,0,0,0,11,0,164,12,253,0,0,14,5,6,3,0,0,0,0,370,1,1,122,18,2,19,6,201,47,17,3,0,54,28,26,0,0,0,0,0,1,0,0,0,0,45,236358
ARKANSAS,Cities,Highland,"1,100",60,15,24,21,14,4,8,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,11,0,0,2,2,0,0,0,7,1,0,2,0,20,12,8,0,0,0,0,0,0,1,1,0,0,0,236358
ARKANSAS,Cities,Hope,"9,666","1,055",320,579,156,297,54,227,16,0,0,0,0,0,0,0,5,18,8,4,0,3,0,3,0,0,85,26,123,8,0,27,13,9,4,1,0,0,0,280,2,7,77,21,1,49,7,116,24,4,2,0,147,137,10,0,0,0,0,0,4,0,0,0,0,5,236358
ARKANSAS,Cities,Hot Springs,"37,263","5,432",804,"4,046",582,727,151,348,228,14,10,1,3,0,0,0,5,58,35,0,3,20,0,0,8,0,758,175,866,1,0,248,28,144,75,0,1,0,0,"1,731",1,1,131,1,0,95,18,"1,484",215,43,1,0,524,295,229,0,0,0,0,0,8,0,0,0,0,50,236358
ARKANSAS,Cities,Hoxie,"2,588",72,12,41,19,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,8,0,0,1,0,1,0,0,0,0,0,16,0,0,1,1,0,3,0,11,1,0,6,0,16,7,9,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Jacksonville,"28,273","4,302","1,243","2,645",414,"1,187",203,653,331,3,0,0,3,0,0,0,21,32,21,2,3,6,0,0,1,0,290,64,668,5,0,278,56,191,30,0,1,0,0,"1,061",0,0,288,211,4,254,86,218,187,42,49,0,342,222,120,28,0,15,13,0,1,0,0,0,0,43,236358
ARKANSAS,Cities,Jericho,106,8,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Johnson,"3,781",211,37,140,34,36,4,22,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33,6,22,0,0,5,4,1,0,0,0,0,0,58,0,0,21,0,0,7,1,29,12,1,3,0,32,17,15,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Jonesboro,"78,261","8,901","2,100","4,975","1,826","1,945",393,587,965,13,13,0,0,0,0,0,60,82,56,16,3,7,0,0,2,0,"1,109",249,"1,147",0,0,363,81,274,7,1,0,0,0,"1,799",2,11,424,171,0,128,22,"1,041",136,59,111,0,"1,637",999,638,0,0,0,0,0,42,5,5,0,0,142,236358
ARKANSAS,Cities,Judsonia,"1,981",151,37,45,69,31,8,18,5,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,6,3,8,0,0,2,0,2,0,0,0,0,0,23,0,0,0,2,0,1,0,20,0,1,2,0,67,31,36,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Kensett,"1,618",170,31,33,106,30,6,11,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,1,5,0,0,2,1,1,0,0,0,0,0,14,0,0,0,1,0,0,2,11,1,0,5,0,102,53,49,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Lake City,"2,598",89,24,39,26,20,2,9,9,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,8,2,1,2,0,21,14,7,0,0,0,0,0,3,0,0,0,0,2,236358
ARKANSAS,Cities,Lakeview,715,29,8,15,6,7,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,7,2,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Lake Village,"2,241",256,102,130,24,95,11,44,40,2,2,0,0,0,0,0,1,4,3,1,0,0,0,0,1,0,16,9,31,0,0,11,4,5,2,0,0,0,0,52,0,0,6,1,0,4,0,41,2,4,4,0,11,10,1,0,0,0,0,0,1,0,0,0,0,12,236358
ARKANSAS,Cities,Lamar,"1,740",81,10,38,33,10,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,0,3,1,2,0,0,0,0,0,21,0,1,1,0,0,4,0,15,0,0,1,0,30,20,10,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Lincoln,"2,500",185,57,83,45,53,5,19,29,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,12,5,17,0,0,8,0,7,1,0,0,0,0,35,0,0,4,2,0,6,0,23,5,0,1,0,39,16,23,0,0,0,0,0,1,0,0,0,0,5,236358
ARKANSAS,Cities,Little Flock,"2,791",325,49,55,221,46,7,22,17,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,8,2,13,0,0,2,0,0,2,0,0,0,0,25,0,0,0,0,0,4,0,21,3,1,1,0,214,107,107,0,0,0,0,0,0,0,0,0,0,7,236358
ARKANSAS,Cities,Little Rock,"198,382","32,566","10,721","19,541","2,304","10,309","2,387","5,238","2,684",43,38,1,4,0,0,0,74,295,188,19,2,83,0,3,45,0,"1,779",691,"4,050",1,0,"1,755",336,"1,064",353,1,1,0,0,"9,395",3,5,"2,302","1,756",6,"2,281",742,"2,300","1,061",395,369,0,"1,871","1,039",832,0,0,0,0,0,22,116,112,4,0,295,236358
ARKANSAS,Cities,Lonoke,"4,261",385,105,194,86,97,16,48,33,0,0,0,0,0,0,0,3,5,2,3,0,0,0,0,1,0,15,14,36,0,0,9,5,4,0,0,0,0,0,109,0,0,4,4,0,7,0,94,4,2,4,0,84,50,34,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Lowell,"9,723",465,73,232,160,67,24,30,13,0,0,0,0,0,0,0,1,5,2,1,0,2,0,0,0,0,38,13,50,0,0,11,5,6,0,0,0,0,0,99,0,0,3,15,0,28,5,48,10,1,10,0,154,78,76,0,0,0,0,0,0,0,0,0,0,6,236358
ARKANSAS,Cities,Luxora,"1,016",12,8,4,0,8,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Madison,685,42,12,10,20,12,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,0,0,17,10,7,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Magnolia,"11,440",806,76,566,164,73,11,56,6,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,2,0,96,4,159,0,0,46,25,20,1,0,0,0,0,256,3,2,35,53,1,18,2,142,2,1,0,0,154,112,42,0,0,0,0,0,0,0,0,0,0,10,236358
ARKANSAS,Cities,Marianna,"3,398",569,209,286,74,195,19,111,65,2,2,0,0,0,0,0,7,5,3,2,0,0,0,0,2,0,52,5,99,0,0,19,5,2,12,0,0,0,0,90,0,0,18,5,0,12,3,52,13,2,4,0,63,36,27,2,1,0,1,0,0,0,0,0,0,9,236358
ARKANSAS,Cities,Marion,"12,344","1,412",557,697,158,525,99,229,197,0,0,0,0,0,0,0,5,27,9,3,0,15,0,0,1,0,61,16,205,0,0,57,39,17,1,0,0,0,0,306,1,1,26,6,2,29,4,237,27,11,13,0,137,95,42,0,0,0,0,0,3,0,0,0,0,18,236358
ARKANSAS,Cities,Marked Tree,"2,462",168,53,77,38,51,17,25,9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,13,10,11,0,0,5,3,1,1,0,0,0,0,32,0,0,3,4,0,3,1,21,6,0,0,0,37,23,14,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Marmaduke,"1,264",139,29,72,38,28,5,13,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,23,0,0,2,0,0,2,0,0,0,0,35,0,0,1,1,0,3,0,30,1,1,1,0,35,22,13,0,0,0,0,0,1,0,0,0,0,2,236358
ARKANSAS,Cities,Marshall,"1,297",123,28,23,72,27,2,14,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,2,4,0,0,2,0,2,0,0,0,0,0,9,0,0,1,0,0,0,0,8,1,0,0,0,70,32,38,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Maumelle,"18,223",850,178,536,136,167,18,81,68,2,2,0,0,0,0,0,2,7,1,0,2,4,0,0,2,0,66,41,105,0,0,51,20,30,1,0,0,0,0,233,0,1,38,2,0,66,9,117,19,5,14,0,123,71,52,0,0,0,0,0,3,0,0,0,0,10,236358
ARKANSAS,Cities,Mayflower,"2,489",206,61,104,41,59,7,31,21,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,16,3,17,0,0,4,0,3,1,0,0,0,0,46,0,0,3,2,0,5,1,35,4,1,13,0,36,19,17,0,0,0,0,0,0,0,0,0,0,5,236358
ARKANSAS,Cities,McCrory,"1,513",99,31,55,13,29,9,11,9,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,9,4,12,0,0,3,1,0,2,0,0,0,0,19,1,0,0,3,0,5,0,10,5,0,3,0,11,5,6,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,McGehee,"3,681",299,89,159,51,80,23,40,17,0,0,0,0,0,0,0,1,8,2,6,0,0,0,0,0,0,35,11,31,0,0,18,10,3,5,0,0,0,0,60,0,0,9,5,0,3,2,41,2,0,2,0,44,32,12,0,0,0,0,0,0,0,0,0,0,7,236358
ARKANSAS,Cities,McRae,661,12,2,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Mena,"5,508",605,100,301,204,97,1,68,28,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,2,0,26,16,36,0,0,20,10,8,2,0,0,0,0,188,0,1,92,7,0,10,1,77,8,0,5,0,189,98,91,0,0,0,0,0,7,0,0,0,0,8,236358
ARKANSAS,Cities,Menifee,316,16,4,3,9,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Mineral Springs,"1,148",33,9,22,2,9,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,1,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,5,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Monette,"1,603",61,12,32,17,11,0,6,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3,2,0,0,4,0,3,1,0,0,0,0,16,0,0,0,2,0,3,0,11,0,0,1,0,16,9,7,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Monticello,"9,438",790,121,450,219,108,23,60,25,0,0,0,0,0,0,0,3,10,5,5,0,0,0,0,6,0,46,24,89,0,0,22,4,13,5,0,0,0,0,233,1,1,84,16,0,28,4,99,14,5,11,0,197,119,78,0,0,0,0,0,1,0,0,0,0,21,236358
ARKANSAS,Cities,Morrilton,"6,631",940,165,397,378,152,13,92,47,0,0,0,0,0,0,0,0,13,7,6,0,0,0,0,1,0,9,13,85,0,0,34,2,10,22,0,0,0,0,231,0,1,22,64,1,35,8,100,5,2,17,0,355,191,164,4,0,2,2,0,3,0,0,0,0,16,236358
ARKANSAS,Cities,Mountainburg,608,84,18,37,29,16,5,8,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,12,2,0,2,0,27,15,12,0,0,0,0,0,1,0,0,0,0,1,236358
ARKANSAS,Cities,Mountain Home,"12,458","1,233",208,705,320,187,12,102,73,0,0,0,0,0,0,0,0,21,8,0,11,2,0,0,0,0,48,38,96,0,0,26,25,1,0,0,0,0,0,478,12,0,0,1,2,43,5,415,16,1,2,0,319,187,132,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Mountain View,"2,850",296,60,148,88,57,8,19,30,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,30,13,25,0,0,5,2,3,0,0,0,0,0,68,0,0,6,13,0,4,1,44,3,0,4,0,81,42,39,0,0,0,0,0,2,0,0,0,0,5,236358
ARKANSAS,Cities,Mulberry,"1,644",159,53,77,29,50,11,31,8,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,10,0,10,0,0,2,1,1,0,0,0,0,0,52,0,0,2,3,0,6,0,41,1,0,2,0,27,16,11,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Murfreesboro,"1,533",79,5,15,59,4,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,2,6,0,0,1,0,56,30,26,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Nashville,"4,403",399,70,226,103,57,14,36,7,0,0,0,0,0,0,0,0,13,6,7,0,0,0,0,0,0,18,20,66,0,0,8,0,8,0,0,0,0,0,108,0,0,38,1,0,4,0,65,4,0,2,0,95,70,25,0,0,0,0,0,1,0,0,0,0,7,236358
ARKANSAS,Cities,Newport,"7,485","1,187",323,584,280,304,77,211,16,1,1,0,0,0,0,0,4,14,12,0,0,0,0,2,1,0,73,36,125,0,0,19,4,14,1,0,0,0,0,308,0,1,27,0,0,17,1,262,11,3,8,0,263,162,101,0,0,0,0,0,0,0,0,0,0,17,236358
ARKANSAS,Cities,Norfork,533,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,North Little Rock,"66,604","5,831","1,320","3,395","1,116","1,276",429,663,184,12,12,0,0,1,1,0,6,25,18,5,0,1,0,1,17,0,375,89,138,67,0,358,122,163,67,0,6,0,0,"1,744",3,1,568,193,4,482,140,353,364,106,137,0,941,573,368,8,0,8,0,0,3,2,2,0,0,162,236358
ARKANSAS,Cities,Osceola,"6,653",924,309,521,94,286,146,60,80,4,4,0,0,0,0,0,1,18,10,0,5,2,0,1,7,0,151,24,142,0,0,24,10,6,8,0,0,0,0,144,0,0,16,0,0,1,1,126,21,7,1,0,82,67,15,0,0,0,0,0,0,0,0,0,0,12,236358
ARKANSAS,Cities,Ozark,"3,573",334,96,149,89,86,22,39,25,0,0,0,0,0,0,0,4,6,4,2,0,0,0,0,0,0,46,2,43,0,0,10,3,6,1,0,0,0,0,42,0,0,3,13,1,11,1,13,2,1,3,0,84,46,38,0,0,0,0,0,1,0,0,0,0,4,236358
ARKANSAS,Cities,Paragould,"29,245","3,952",983,"2,392",577,933,266,306,361,0,0,0,0,1,1,0,1,48,27,2,0,19,0,0,4,0,192,91,557,0,1,110,10,44,56,0,0,0,0,"1,286",0,3,285,67,0,152,1,778,108,13,30,0,536,346,190,0,0,0,0,0,7,0,0,0,0,34,236358
ARKANSAS,Cities,Paris,"3,392",423,95,153,175,92,18,40,34,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,35,12,28,0,0,9,2,4,3,0,0,0,0,61,0,1,3,0,0,8,1,48,3,2,2,0,171,73,98,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,Pea Ridge,"6,230",413,104,114,195,99,20,43,36,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,9,1,26,0,0,9,4,5,0,0,0,0,0,55,0,0,10,0,0,2,0,43,8,0,6,0,186,100,86,0,0,0,0,0,3,0,0,0,0,6,236358
ARKANSAS,Cities,Perryville,"1,454",74,16,45,13,14,1,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,1,0,0,1,0,0,0,0,20,0,0,2,3,0,3,0,12,6,0,1,0,12,7,5,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Piggott,"3,569",242,67,85,90,57,10,25,22,0,0,0,0,0,0,0,3,7,2,5,0,0,0,0,0,0,11,7,19,0,0,5,0,4,1,0,0,0,0,37,0,0,5,1,0,4,0,27,3,0,3,0,87,36,51,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Pine Bluff2,"41,505","12,154","2,003",,393,"1,920",502,912,506,23,23,0,0,0,0,0,13,47,19,4,0,23,0,1,39,0,,66,"1,271",0,0,95,59,32,2,2,0,0,0,"1,551",0,0,293,0,3,167,0,"1,088",266,97,59,0,282,205,77,0,0,0,0,0,1,0,0,0,0,110,236358
ARKANSAS,Cities,Plumerville,773,26,6,16,4,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,0,0,9,0,0,2,1,0,1,0,5,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Pocahontas,"6,647",662,164,334,164,137,21,67,49,0,0,0,0,0,0,0,3,24,12,12,0,0,0,0,1,0,33,20,67,0,0,19,8,4,7,0,0,0,0,173,1,0,34,16,0,21,2,99,15,1,5,0,152,75,77,0,0,0,0,0,4,0,0,0,0,8,236358
ARKANSAS,Cities,Pottsville,"3,332",142,37,54,51,36,12,21,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,7,5,24,0,0,3,0,3,0,0,0,0,0,11,0,0,0,0,1,0,0,10,0,0,3,0,49,24,25,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Prairie Grove,"6,595",382,84,193,105,73,9,35,29,1,1,0,0,0,0,0,3,7,6,1,0,0,0,0,0,0,27,2,37,0,0,11,10,0,1,0,0,0,0,104,0,0,5,4,0,17,2,76,4,0,8,0,102,53,49,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Prescott2,"2,985",405,26,,76,22,3,18,1,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,1,0,,4,20,0,0,2,0,2,0,0,0,0,0,34,0,0,22,1,0,1,1,9,4,0,0,0,74,63,11,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Quitman,711,85,27,38,20,27,2,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,1,0,1,0,0,0,0,0,21,0,0,2,3,0,2,1,13,0,0,0,0,20,8,12,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Ravenden,443,45,9,10,26,9,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,2,0,25,16,9,0,0,0,0,0,0,0,0,0,0,1,236358
ARKANSAS,Cities,Redfield,"1,564",72,20,29,23,17,2,13,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,9,1,0,3,0,21,13,8,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Rogers,"69,168","4,942","1,097","2,881",964,985,225,361,399,2,1,1,0,0,0,0,15,95,73,13,3,6,0,0,6,0,175,89,329,21,0,338,133,139,66,0,0,0,0,"1,760",0,0,596,32,2,300,3,827,105,21,37,0,924,515,409,0,0,0,0,0,16,1,1,0,0,23,236358
ARKANSAS,Cities,Rose Bud,483,25,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,7,1,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Russellville,"29,446","2,443",592,"1,193",658,572,118,354,100,0,0,0,0,0,0,0,3,17,12,1,0,4,0,0,2,0,109,62,48,0,0,156,8,110,38,0,0,0,0,738,0,0,84,0,2,23,0,629,56,9,13,0,635,379,256,0,0,0,0,0,1,0,0,0,0,22,236358
ARKANSAS,Cities,Salem,"1,637",45,24,17,4,19,1,16,2,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,6,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,236358
ARKANSAS,Cities,Searcy,"23,873","2,537",590,"1,677",270,561,159,175,227,4,4,0,0,1,0,1,2,22,14,1,0,7,0,0,0,0,223,53,280,0,1,77,10,48,18,0,1,0,0,956,1,2,33,14,0,30,9,867,60,23,4,0,237,139,98,0,0,0,0,0,5,0,0,0,0,28,236358
ARKANSAS,Cities,Shannon Hills,"4,017",208,55,109,44,40,11,22,7,0,0,0,0,0,0,0,10,5,4,1,0,0,0,0,1,0,27,4,20,0,0,12,7,5,0,0,0,0,0,23,0,0,0,3,0,3,0,17,14,1,7,0,37,26,11,0,0,0,0,0,2,0,0,0,0,5,236358
ARKANSAS,Cities,Sheridan2,"4,954",435,67,,52,63,9,28,26,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,20,16,24,0,0,5,1,3,1,0,0,0,0,,,,,,,,,,7,1,3,0,49,28,21,0,0,0,0,0,0,0,0,0,0,3,236358
ARKANSAS,Cities,Sherwood,"31,435","2,818",543,"1,654",621,493,164,216,113,2,1,1,0,0,0,0,12,36,11,1,5,18,0,1,4,0,219,112,308,0,0,207,132,69,5,0,1,0,0,672,0,1,138,32,0,63,8,430,88,13,31,0,574,331,243,0,0,0,0,0,5,0,0,0,0,42,236358
ARKANSAS,Cities,Siloam Springs,"17,235","1,337",304,731,302,279,51,134,94,1,0,1,0,0,0,0,0,24,14,1,0,9,0,0,4,1,98,41,96,0,1,34,15,19,0,0,0,0,0,391,0,0,94,59,0,61,14,163,61,4,0,0,285,140,145,0,0,0,0,0,8,0,0,0,0,9,236358
ARKANSAS,Cities,Star City,"2,058",151,52,72,27,48,12,26,10,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,13,4,9,0,0,3,0,3,0,0,0,0,0,34,1,0,3,5,1,4,0,20,6,2,1,0,23,12,11,0,0,0,0,0,0,0,0,0,0,4,236358
ARKANSAS,Cities,St. Charles,208,72,5,7,60,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,58,35,23,0,0,0,0,0,0,0,0,0,0,2,236358
ARKANSAS,Cities,Stuttgart,"8,589","1,296",480,576,240,468,85,286,97,1,1,0,0,0,0,0,1,10,5,5,0,0,0,0,5,0,71,37,191,0,0,24,0,14,10,0,0,0,0,221,0,2,35,18,0,24,3,139,14,5,8,0,214,137,77,0,0,0,0,0,2,0,0,0,0,24,236358
